text,intent,action,target_group,parameter,value_type
у Перфоратор гидравлический P/N 958 убавь kz на 10,update_parameter,decrease,all,kz,absolute
нарасти цену и переналадку у всех вентиляторов на 30 процентов,update_parameter,increase,all,cost,percent
у Перфоратор промышленный МУ425 снизь загрузку на 3%,update_parameter,decrease,all,kz,percent
"для Манжета свинцовый ВП-856 задай объём 1200, для Втулка В-8 1200",multi_set_parameter,set_multiple,all,quantity,absolute
"Кронштейн КО 771 время переналадки 3, Вал приводной ВП-12 время переналадки 3",multi_set_parameter,set_multiple,all,setup_time,absolute
прибавь денежные притоки у всех операции на 12%,update_parameter,increase,операция,inflow,percent
"для 3 года поставь затраты на обслуживание 18, а для 4 года 9",multi_set_parameter,set_multiple,economics,maintenance_costs,absolute
"СБ-2 оперативное время 20, СБ-3 0.8",multi_set_parameter,set_multiple,сборка,top,absolute
выстави доп. инвестиции для редуктор до 2.0,set_parameter,set,редуктор,additional_investment,absolute
уменьши всё доступный фонд времени на 20%,update_parameter,decrease,all,time_fund,percent
у Кулачок УТ-750 понизь загрузки на 0.2,update_parameter,decrease,all,kz,absolute
"Генератор гидравлический СТ 860 количество 3.5, Редуктор стальной УТ221 количество 3",multi_set_parameter,set_multiple,all,quantity,absolute
"установи загрузки: Домкрат свинцовый ПП-356 1500, Кулачок паронитовый P/N 934 0.8",multi_set_parameter,set_multiple,all,kz,absolute
